0	41.9699	-73.4023
0	41.9699	-73.4023
0	41.9699	-73.4023
0	41.9616	-73.4153
0	41.9637	-73.415
0	41.9656	-73.4136
0	41.9674	-73.411
0	41.9687	-73.4076
0	41.9697	-73.4033
0	41.9702	-73.3986
0	41.9702	-73.3937
0	41.9697	-73.3887
0	41.9688	-73.3843
0	41.9674	-73.3802
0	41.9656	-73.3771
0	41.9636	-73.3749
0	41.9616	-73.374
0	41.9595	-73.3741
0	41.9575	-73.3753
0	41.9557	-73.3776
0	41.9542	-73.3809
0	41.953	-73.3849
0	41.9524	-73.3892
0	41.9523	-73.394
0	41.9526	-73.3989
0	41.9534	-73.4033
0	41.9548	-73.4076
0	41.9563	-73.4109
0	41.9583	-73.4135
0	41.9604	-73.415
0	41.9624	-73.4153
0	41.9645	-73.4146
0	41.9664	-73.4126
0	41.968	-73.4096
0	41.9692	-73.4058
0	41.97	-73.4014
0	41.9703	-73.3965
0	41.97	-73.3914
0	41.9693	-73.3867
0	41.9682	-73.3824
0	41.9666	-73.3787
0	41.9648	-73.3761
0	41.9628	-73.3744
0	41.9606	-73.3739
0	41.9586	-73.3745
0	41.9566	-73.3762
0	41.9549	-73.379
0	41.9536	-73.3824
0	41.9527	-73.3867
0	41.9523	-73.3914
0	41.9524	-73.396
0	41.9529	-73.4008
0	41.9539	-73.4052
0	41.9553	-73.409
0	41.9571	-73.4121
0	41.9591	-73.4142
0	41.9612	-73.4153
0	41.9633	-73.4152
0	41.9653	-73.4139
0	41.9671	-73.4115
0	41.9685	-73.4083
0	41.9696	-73.4041
0	41.9701	-73.3995
0	41.9702	-73.3946
0	41.9698	-73.3896
0	41.969	-73.385
0	41.9676	-73.3809
0	41.966	-73.3777
0	41.9641	-73.3753
0	41.962	-73.3741
0	41.9598	-73.374
0	41.9578	-73.375
0	41.956	-73.3771
0	41.9544	-73.3802
0	41.9532	-73.3841
0	41.9525	-73.3884
0	41.9523	-73.3932
0	41.9525	-73.3979
0	41.9533	-73.4026
0	41.9545	-73.4068
0	41.956	-73.4104
0	41.9579	-73.413
0	41.9599	-73.4148
0	41.9621	-73.4153
0	41.9641	-73.4148
0	41.966	-73.4131
0	41.9677	-73.4103
0	41.969	-73.4067
0	41.9699	-73.4023
0	41.9702	-73.3975
0	41.9701	-73.3926
0	41.9695	-73.3877
0	41.9685	-73.3832
0	41.967	-73.3795
0	41.9652	-73.3765
0	41.9632	-73.3746
0	41.9611	-73.3739
0	41.959	-73.3743
0	41.957	-73.3758
0	41.9553	-73.3782
0	41.9539	-73.3817
0	41.9529	-73.3858
0	41.9523	-73.3902
0	41.9523	-73.3951
0	41.9528	-73.3998
0	41.9537	-73.4044
0	41.955	-73.4083
0	41.9567	-73.4115
0	41.9587	-73.4139
0	41.9607	-73.4151
0	41.9629	-73.4153
0	41.9649	-73.4142
0	41.9668	-73.4121
0	41.9683	-73.409
0	41.9694	-73.405
0	41.9701	-73.4004
0	41.9703	-73.3956
0	41.9699	-73.3906
0	41.9692	-73.3859
0	41.9679	-73.3817
0	41.9663	-73.3782
0	41.9644	-73.3756
0	41.9624	-73.3742
0	41.9603	-73.3739
0	41.9582	-73.3748
0	41.9563	-73.3766
0	41.9547	-73.3795
0	41.9534	-73.3833
0	41.9526	-73.3876
0	41.9523	-73.3922
0	41.9524	-73.3971
0	41.9531	-73.4018
0	41.9542	-73.4061
0	41.9557	-73.4097
0	41.9575	-73.4126
0	41.9596	-73.4146
0	41.9616	-73.4153
0	41.9638	-73.415
0	41.9657	-73.4135
0	41.9674	-73.4109
0	41.9688	-73.4074
0	41.9697	-73.4031
0	41.9702	-73.3985
0	41.9702	-73.3935
0	41.9697	-73.3885
0	41.9687	-73.3839
0	41.9673	-73.3801
0	41.9656	-73.377
0	41.9636	-73.3749
0	41.9615	-73.3739
0	41.9594	-73.3741
0	41.9573	-73.3754
0	41.9556	-73.3777
0	41.9541	-73.381
0	41.953	-73.385
0	41.9524	-73.3894
0	41.9523	-73.3942
0	41.9526	-73.3987
0	41.9526	-73.3987
0	41.9526	-73.3987
0	41.9526	-73.3987
0	41.9526	-73.3987
0	41.9526	-73.3987
0	41.9526	-73.3987
0	41.9526	-73.3987
0	41.9526	-73.3987
0	41.9526	-73.3987
0	41.9617	-73.4153
0	41.9637	-73.415
0	41.9657	-73.4135
0	41.9674	-73.4109
0	41.9688	-73.4075
0	41.9697	-73.4032
0	41.9702	-73.3986
0	41.9702	-73.3935
0	41.9697	-73.3886
0	41.9687	-73.3841
0	41.9673	-73.3801
0	41.9656	-73.377
0	41.9636	-73.3749
0	41.9615	-73.3739
0	41.9594	-73.3741
0	41.9574	-73.3754
0	41.9556	-73.3777
0	41.9541	-73.381
0	41.953	-73.385
0	41.9524	-73.3894
0	41.9523	-73.3942
0	41.9526	-73.399
0	41.9535	-73.4034
0	41.9548	-73.4076
0	41.9564	-73.411
0	41.9583	-73.4135
0	41.9604	-73.415
0	41.9625	-73.4153
0	41.9646	-73.4145
0	41.9664	-73.4126
0	41.968	-73.4096
0	41.9692	-73.4058
0	41.97	-73.4012
0	41.9703	-73.3965
0	41.97	-73.3914
0	41.9693	-73.3866
0	41.9682	-73.3824
0	41.9666	-73.3787
